SchoolName,SchoolYear,Total # total  students #,Total # total of Students %,Total # of students FT #,Total # of students FT %,Total # of students PT #,Total # of students PT %,Total  # receiving grants total #,Total # receiving grants total %,Total # receiving grants FT #,Total # receiving grants FT %,Total # receiving grants PT #,Total # receiving grants PT %,Less than half tuition total #,Less than half tuition total %,Less than half tuition FT #,Less than half tuition FT %,Less than half tuition PT #,Less than half tuition PT %,Half to full tuition total #,Half to full tuition total %,half to full tuition FT #,half to full tuition FT %,half to full tuition PT #,half to full tuition PT %,Full tuition total #,Full tuition total %,Full tuition FT #,Full tuition FT %,Full tuition PT #,Full tuition PT %,More than full tuition total #,More than full tuition total %,More than full tuition FT #,More than full tuition FT %,More than full tuition PT #,More than full tuition PT %,FT 75th percentile grant amount,FT 50th percentile grant amount,FT 25th percentile grant amount,PT 75th percentile grant amount,PT 50th percentile grant amount,PT 25th percentile grant amount,Total Number # of Students Total #,Total Percentage # of Students Total %,Total Number # of Students FT #,Total Percentage # of Students FT %,Total Number # of Students PT #,Total Percentage # of Students PT %,Total Number # of Recieving Grants Total #,Total Percentage # of Recieving Grants Total %,Total Number # of Recieving Grants FT #,Total Percentage # of Recieving Grants FT %,Total Number # of Recieving Grants PT #,Total Percentage # of Recieving Grants PT %,Less than half tuition Total Number #,Less than half tuition Total Percentage %,Less than half tuition FT Number #,Less than half tuition FT Percentage %,Less than half tuition PT Number #,Less than half tuition PT Percentage %,Half to full tuition total Number #,Half to full tuition total Percentage %,Half to full tuition FT Number #,Half to full tuition FT Percentage %,Half to full tuition PT Number #,Half to full tuition PT Percentage %,Full tuition total Number #,Full tuition total Percentage %,Full tuition FT Number #,Full tuition FT Percentage %,Full tuition PT Number #,Full tuition PT Percentage %,More than full tuition total Number #,More than full tuition total Percentage %,More than full tuition FT Number #,More than full tuition FT Percentage %,More than full tuition PT Number #,More than full tuition PT Percentage %
"Chicago, The University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,221","$15,000","$10,000",$0,$0,$0,610.0,100.0,610.0,100.0,0.0,0.0,507.0,83.0,507.0,83.0,0.0,,410.0,67.0,410.0,67.0,0.0,,38.0,6.0,38.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,,59.0,10.0,59.0,10.0,0.0,
"Chicago-Kent, Illinois Institute of Technology",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,375","$33,500","$20,000","$32,360","$24,000","$14,940",750.0,100.0,650.0,87.0,100.0,13.0,705.0,94.0,614.0,94.0,91.0,91.0,195.0,26.0,167.0,26.0,28.0,28.0,476.0,63.0,416.0,64.0,60.0,60.0,2.0,0.0,0.0,0.0,2.0,2.0,32.0,4.0,31.0,5.0,1.0,1.0
"Cincinnati, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,689","$16,946","$6,199",$0,$0,$0,388.0,100.0,388.0,100.0,0.0,0.0,373.0,96.0,373.0,96.0,0.0,,98.0,25.0,98.0,25.0,0.0,,222.0,57.0,222.0,57.0,0.0,,53.0,14.0,53.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"City University of New York, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,596",$946,$398,"$2,765",$331,$265,688.0,100.0,474.0,69.0,214.0,31.0,562.0,82.0,409.0,86.0,153.0,71.0,479.0,70.0,352.0,74.0,127.0,59.0,71.0,10.0,47.0,10.0,24.0,11.0,4.0,1.0,3.0,1.0,1.0,0.0,8.0,1.0,7.0,1.0,1.0,0.0
Cleveland State University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,431","$9,768","$3,615","$15,254","$9,368","$3,853",408.0,100.0,314.0,77.0,94.0,23.0,308.0,75.0,250.0,80.0,58.0,62.0,159.0,39.0,131.0,42.0,28.0,30.0,149.0,37.0,119.0,38.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Colorado, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,720","$12,360","$10,000",$0,$0,$0,506.0,100.0,506.0,100.0,0.0,0.0,425.0,84.0,425.0,84.0,0.0,,280.0,55.0,280.0,55.0,0.0,,124.0,25.0,124.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21.0,4.0,21.0,4.0,0.0,
Columbia University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,000","$30,000","$16,000",$0,$0,$0,1357.0,100.0,1357.0,100.0,0.0,0.0,846.0,62.0,846.0,62.0,0.0,,511.0,38.0,511.0,38.0,0.0,,271.0,20.0,271.0,20.0,0.0,,59.0,4.0,59.0,4.0,0.0,,5.0,0.0,5.0,0.0,0.0,
"Connecticut, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,766","$15,177","$10,000","$16,600","$10,590","$5,000",484.0,100.0,390.0,81.0,94.0,19.0,434.0,90.0,361.0,93.0,73.0,78.0,287.0,59.0,246.0,63.0,41.0,44.0,138.0,29.0,108.0,28.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,2.0,2.0,2.0
Cooley Law School,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,396","$11,886","$7,726","$13,050","$7,076","$4,245",565.0,100.0,106.0,19.0,459.0,81.0,333.0,59.0,71.0,67.0,262.0,57.0,237.0,42.0,53.0,50.0,184.0,40.0,71.0,13.0,15.0,14.0,56.0,12.0,25.0,4.0,3.0,3.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornell University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$30,000","$25,000",$0,$0,$0,585.0,100.0,585.0,100.0,0.0,0.0,514.0,88.0,514.0,88.0,0.0,,366.0,63.0,366.0,63.0,0.0,,133.0,23.0,133.0,23.0,0.0,,15.0,3.0,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Creighton University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,000","$22,400","$11,798",$0,$0,$0,395.0,100.0,395.0,100.0,0.0,0.0,310.0,78.0,310.0,78.0,0.0,,162.0,41.0,162.0,41.0,0.0,,85.0,22.0,85.0,22.0,0.0,,2.0,1.0,2.0,1.0,0.0,,61.0,15.0,61.0,15.0,0.0,
"Dayton, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,946","$34,000","$30,000","$21,819","$16,454","$13,728",383.0,100.0,261.0,68.0,122.0,32.0,363.0,95.0,243.0,93.0,120.0,98.0,70.0,18.0,42.0,16.0,28.0,23.0,288.0,75.0,194.0,74.0,94.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,24.0,9.0,0.0,0.0
"Denver, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,000","$29,000","$21,000","$29,120","$21,750","$15,750",844.0,100.0,685.0,81.0,159.0,19.0,659.0,78.0,555.0,81.0,104.0,65.0,306.0,36.0,267.0,39.0,39.0,25.0,331.0,39.0,268.0,39.0,63.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,20.0,3.0,2.0,1.0
DePaul University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$30,000","$21,000","$20,000","$15,000","$12,000",533.0,100.0,449.0,84.0,84.0,16.0,531.0,100.0,447.0,100.0,84.0,100.0,184.0,35.0,137.0,31.0,47.0,56.0,337.0,63.0,303.0,67.0,34.0,40.0,3.0,1.0,1.0,0.0,2.0,2.0,7.0,1.0,6.0,1.0,1.0,1.0
"Detroit Mercy, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,354","$19,276","$8,958","$25,984","$21,161","$10,985",611.0,100.0,578.0,95.0,33.0,5.0,331.0,54.0,309.0,53.0,22.0,67.0,167.0,27.0,158.0,27.0,9.0,27.0,148.0,24.0,135.0,23.0,13.0,39.0,3.0,0.0,3.0,1.0,0.0,0.0,14.0,2.0,14.0,2.0,0.0,0.0
"District of Columbia, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,142","$8,292","$5,000","$7,572","$6,182","$3,471",236.0,100.0,133.0,56.0,103.0,44.0,179.0,76.0,103.0,77.0,76.0,74.0,97.0,41.0,58.0,44.0,39.0,38.0,80.0,34.0,43.0,32.0,37.0,36.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drake University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,000","$32,000","$22,900",$0,$0,$0,325.0,100.0,325.0,100.0,0.0,0.0,268.0,82.0,268.0,82.0,0.0,,63.0,19.0,63.0,19.0,0.0,,161.0,50.0,161.0,50.0,0.0,,33.0,10.0,33.0,10.0,0.0,,11.0,3.0,11.0,3.0,0.0,
Drexel University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,175","$30,000","$15,000",$0,$0,$0,459.0,100.0,459.0,100.0,0.0,0.0,352.0,77.0,352.0,77.0,0.0,,150.0,33.0,150.0,33.0,0.0,,185.0,40.0,185.0,40.0,0.0,,1.0,0.0,1.0,0.0,0.0,,16.0,3.0,16.0,3.0,0.0,
Duke University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,000","$30,000","$25,000",$0,$0,$0,754.0,100.0,754.0,100.0,0.0,0.0,716.0,95.0,716.0,95.0,0.0,,549.0,73.0,549.0,73.0,0.0,,162.0,21.0,162.0,21.0,0.0,,5.0,1.0,5.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Duquesne University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$28,192","$20,000","$20,000","$15,000","$10,000",487.0,100.0,387.0,79.0,100.0,21.0,467.0,96.0,376.0,97.0,91.0,91.0,254.0,52.0,182.0,47.0,72.0,72.0,136.0,28.0,124.0,32.0,12.0,12.0,72.0,15.0,66.0,17.0,6.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0
Elon University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,000","$20,036","$10,000",$0,$0,$0,438.0,100.0,438.0,100.0,0.0,0.0,427.0,97.0,427.0,97.0,0.0,,214.0,49.0,214.0,49.0,0.0,,203.0,46.0,203.0,46.0,0.0,,4.0,1.0,4.0,1.0,0.0,,6.0,1.0,6.0,1.0,0.0,
Emory University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,000","$37,000","$24,000",$0,$0,$0,792.0,100.0,792.0,100.0,0.0,0.0,762.0,96.0,762.0,96.0,0.0,,302.0,38.0,302.0,38.0,0.0,,446.0,56.0,446.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14.0,2.0,14.0,2.0,0.0,
Faulkner University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,250","$15,600","$5,400",$0,$0,$0,259.0,100.0,259.0,100.0,0.0,0.0,317.0,122.0,317.0,122.0,0.0,,212.0,82.0,212.0,82.0,0.0,,87.0,34.0,87.0,34.0,0.0,,18.0,7.0,18.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Florida A&M University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,000","$8,000","$4,500","$7,472","$4,959","$2,279",362.0,100.0,275.0,76.0,87.0,24.0,170.0,47.0,132.0,48.0,38.0,44.0,60.0,17.0,45.0,16.0,15.0,17.0,89.0,25.0,71.0,26.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,16.0,6.0,5.0,6.0
Florida International University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,716","$10,683","$7,000","$13,983","$5,250","$2,773",506.0,100.0,396.0,78.0,110.0,22.0,251.0,50.0,223.0,56.0,28.0,25.0,96.0,19.0,80.0,20.0,16.0,15.0,82.0,16.0,77.0,19.0,5.0,5.0,69.0,14.0,63.0,16.0,6.0,5.0,7.0,1.0,6.0,2.0,1.0,1.0
Florida State University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,161","$8,241","$4,000",$0,$0,$0,502.0,100.0,502.0,100.0,0.0,0.0,387.0,77.0,387.0,77.0,0.0,,215.0,43.0,215.0,43.0,0.0,,114.0,23.0,114.0,23.0,0.0,,13.0,3.0,13.0,3.0,0.0,,45.0,9.0,45.0,9.0,0.0,
"Florida, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,305","$21,804","$8,000",$0,$0,$0,692.0,100.0,692.0,100.0,0.0,0.0,603.0,87.0,603.0,87.0,0.0,,207.0,30.0,207.0,30.0,0.0,,133.0,19.0,133.0,19.0,0.0,,121.0,17.0,121.0,17.0,0.0,,140.0,20.0,140.0,20.0,0.0,
Fordham University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$31,600","$25,000","$30,000","$20,000","$10,000",1339.0,100.0,1145.0,86.0,194.0,14.0,1122.0,84.0,993.0,87.0,129.0,66.0,604.0,45.0,515.0,45.0,89.0,46.0,518.0,39.0,478.0,42.0,40.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Mason University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,000","$21,000","$15,000","$16,019","$11,236","$7,856",613.0,100.0,490.0,80.0,123.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,27.0,126.0,26.0,38.0,31.0,323.0,53.0,281.0,57.0,42.0,34.0,10.0,2.0,2.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
"George Washington University, The",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,000","$25,000","$19,000","$23,000","$17,000","$13,000",1700.0,100.0,1583.0,93.0,117.0,7.0,1332.0,78.0,1274.0,80.0,58.0,50.0,1116.0,66.0,1073.0,68.0,43.0,37.0,175.0,10.0,167.0,11.0,8.0,7.0,39.0,2.0,33.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgetown University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,500","$35,000","$25,000","$25,000","$20,000","$12,519",2053.0,100.0,1851.0,90.0,202.0,10.0,1286.0,63.0,1187.0,64.0,99.0,49.0,546.0,27.0,468.0,25.0,78.0,39.0,710.0,35.0,691.0,37.0,19.0,9.0,30.0,1.0,28.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia State University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,608","$15,693","$15,693","$18,379","$9,847","$2,000",680.0,100.0,505.0,74.0,175.0,26.0,297.0,44.0,257.0,51.0,40.0,23.0,96.0,14.0,82.0,16.0,14.0,8.0,41.0,6.0,31.0,6.0,10.0,6.0,156.0,23.0,140.0,28.0,16.0,9.0,4.0,1.0,4.0,1.0,0.0,0.0
"Georgia, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,382","$10,862","$5,100",$0,$0,$0,537.0,100.0,537.0,100.0,0.0,0.0,495.0,92.0,495.0,92.0,0.0,,224.0,42.0,224.0,42.0,0.0,,138.0,26.0,138.0,26.0,0.0,,35.0,7.0,35.0,7.0,0.0,,98.0,18.0,98.0,18.0,0.0,
Golden Gate University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,000","$35,000","$8,000","$51,000","$31,500","$15,000",298.0,100.0,196.0,66.0,102.0,34.0,216.0,72.0,144.0,73.0,72.0,71.0,91.0,31.0,60.0,31.0,31.0,30.0,19.0,6.0,12.0,6.0,7.0,7.0,106.0,36.0,72.0,37.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzaga University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,000","$29,500","$23,000",$0,$0,$0,510.0,100.0,510.0,100.0,0.0,0.0,497.0,97.0,497.0,97.0,0.0,,159.0,31.0,159.0,31.0,0.0,,325.0,64.0,325.0,64.0,0.0,,6.0,1.0,6.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Harvard University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,090","$31,240","$15,665",$0,$0,$0,1758.0,100.0,1758.0,100.0,0.0,0.0,748.0,43.0,748.0,43.0,0.0,0.0,426.0,24.0,426.0,24.0,0.0,0.0,311.0,18.0,311.0,18.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
"Hawaii, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,000","$6,000","$5,000","$10,984","$5,000","$3,000",307.0,100.0,247.0,80.0,60.0,20.0,234.0,76.0,198.0,80.0,36.0,60.0,200.0,65.0,176.0,71.0,24.0,40.0,26.0,8.0,18.0,7.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,1.0,4.0,7.0
Hofstra University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$66,554","$35,000","$15,000","$49,852","$22,463","$10,000",831.0,100.0,783.0,94.0,48.0,6.0,689.0,83.0,659.0,84.0,30.0,63.0,328.0,39.0,313.0,40.0,15.0,31.0,147.0,18.0,141.0,18.0,6.0,13.0,213.0,26.0,204.0,26.0,9.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0
"Houston, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,500","$11,500","$4,000","$15,681","$10,082","$5,000",767.0,100.0,669.0,87.0,98.0,13.0,525.0,68.0,490.0,73.0,35.0,36.0,386.0,50.0,365.0,55.0,21.0,21.0,117.0,15.0,106.0,16.0,11.0,11.0,3.0,0.0,1.0,0.0,2.0,2.0,19.0,2.0,18.0,3.0,1.0,1.0
Howard University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,475","$13,090","$7,447",$0,$0,$0,464.0,100.0,464.0,100.0,0.0,0.0,220.0,47.0,220.0,47.0,0.0,,145.0,31.0,145.0,31.0,0.0,,66.0,14.0,66.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0,2.0,9.0,2.0,0.0,
"Idaho, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,236","$9,618","$6,000",$0,$0,$0,396.0,100.0,396.0,100.0,0.0,0.0,221.0,56.0,221.0,56.0,0.0,,195.0,49.0,195.0,49.0,0.0,,24.0,6.0,24.0,6.0,0.0,,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,
"Illinois, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,000","$35,900","$23,000",$0,$0,$0,524.0,100.0,524.0,100.0,0.0,0.0,512.0,98.0,512.0,98.0,0.0,,107.0,20.0,107.0,20.0,0.0,,397.0,76.0,397.0,76.0,0.0,,1.0,0.0,1.0,0.0,0.0,,7.0,1.0,7.0,1.0,0.0,
"Illinois-Chicago, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,600","$22,500","$10,800","$20,802","$15,675","$5,925",1044.0,100.0,864.0,83.0,180.0,17.0,619.0,59.0,517.0,60.0,102.0,57.0,261.0,25.0,225.0,26.0,36.0,20.0,345.0,33.0,283.0,33.0,62.0,34.0,3.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,6.0,1.0,4.0,2.0
Indiana University-Bloomington,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$35,000","$20,918",$0,$0,$0,545.0,100.0,545.0,100.0,0.0,0.0,532.0,98.0,532.0,98.0,0.0,,105.0,19.0,105.0,19.0,0.0,,267.0,49.0,267.0,49.0,0.0,,108.0,20.0,108.0,20.0,0.0,,52.0,10.0,52.0,10.0,0.0,
Indiana University-Indianapolis,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,000","$13,000","$4,950","$15,000","$6,000","$3,000",726.0,100.0,529.0,73.0,197.0,27.0,541.0,75.0,385.0,73.0,156.0,79.0,337.0,46.0,228.0,43.0,109.0,55.0,189.0,26.0,145.0,27.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,12.0,2.0,3.0,2.0
Inter American University of Puerto Rico,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,851","$3,901","$1,950","$2,846","$1,897",$949,680.0,100.0,379.0,56.0,301.0,44.0,42.0,6.0,18.0,5.0,24.0,8.0,21.0,3.0,7.0,2.0,14.0,5.0,13.0,2.0,7.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,1.0,4.0,1.0
"Iowa, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,730","$28,045","$19,835",$0,$0,$0,500.0,100.0,500.0,100.0,0.0,0.0,435.0,87.0,435.0,87.0,0.0,,164.0,33.0,164.0,33.0,0.0,,173.0,35.0,173.0,35.0,0.0,,84.0,17.0,84.0,17.0,0.0,,14.0,3.0,14.0,3.0,0.0,
"Kansas, The University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,339","$12,750","$6,000",$0,$0,$0,344.0,100.0,344.0,100.0,0.0,0.0,300.0,87.0,300.0,87.0,0.0,,123.0,36.0,123.0,36.0,0.0,,67.0,19.0,67.0,19.0,0.0,,94.0,27.0,94.0,27.0,0.0,,16.0,5.0,16.0,5.0,0.0,
"Kentucky, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000","$13,000","$7,000",$0,$0,$0,391.0,100.0,391.0,100.0,0.0,0.0,379.0,97.0,379.0,97.0,0.0,,263.0,67.0,263.0,67.0,0.0,,97.0,25.0,97.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19.0,5.0,19.0,5.0,0.0,
Lewis & Clark Law School,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,000","$26,000","$19,000","$30,000","$19,964","$12,000",564.0,100.0,426.0,76.0,138.0,24.0,547.0,97.0,413.0,97.0,134.0,97.0,303.0,54.0,226.0,53.0,77.0,56.0,239.0,42.0,184.0,43.0,55.0,40.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0
Liberty University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,000","$23,000","$17,000",$0,$0,$0,332.0,100.0,332.0,100.0,0.0,0.0,330.0,99.0,330.0,99.0,0.0,,127.0,38.0,127.0,38.0,0.0,,203.0,61.0,203.0,61.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Lincoln Memorial University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,648","$18,495","$12,500",$0,$0,$0,341.0,100.0,341.0,100.0,0.0,0.0,325.0,95.0,325.0,95.0,0.0,,181.0,53.0,181.0,53.0,0.0,,137.0,40.0,137.0,40.0,0.0,,1.0,0.0,1.0,0.0,0.0,,6.0,2.0,6.0,2.0,0.0,
Louisiana State University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,750","$13,000","$6,500",$0,$0,$0,607.0,100.0,607.0,100.0,0.0,0.0,571.0,94.0,571.0,94.0,0.0,,246.0,41.0,246.0,41.0,0.0,,169.0,28.0,169.0,28.0,0.0,,156.0,26.0,156.0,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Louisville, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,000","$18,000","$8,000",$0,$0,$0,368.0,100.0,368.0,100.0,0.0,0.0,229.0,62.0,229.0,62.0,0.0,,80.0,22.0,80.0,22.0,0.0,,149.0,40.0,149.0,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Loyola Marymount University-Los Angeles,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$40,000","$30,000","$36,000","$30,000","$24,000",1020.0,100.0,833.0,82.0,187.0,18.0,647.0,63.0,544.0,65.0,103.0,55.0,177.0,17.0,153.0,18.0,24.0,13.0,450.0,44.0,380.0,46.0,70.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,9.0,1.0,9.0,5.0
Loyola University-Chicago,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$30,700","$25,000","$25,000","$22,250","$16,375",907.0,100.0,756.0,83.0,151.0,17.0,833.0,92.0,719.0,95.0,114.0,75.0,279.0,31.0,232.0,31.0,47.0,31.0,552.0,61.0,485.0,64.0,67.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Loyola University-New Orleans,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,000","$27,000","$19,000","$21,250","$14,962","$7,490",596.0,100.0,550.0,92.0,46.0,8.0,403.0,68.0,376.0,68.0,27.0,59.0,164.0,28.0,146.0,27.0,18.0,39.0,226.0,38.0,218.0,40.0,8.0,17.0,12.0,2.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
"Maine, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000","$20,000","$11,881",$0,$0,$0,261.0,100.0,261.0,100.0,0.0,0.0,167.0,64.0,167.0,64.0,0.0,,34.0,13.0,34.0,13.0,0.0,,62.0,24.0,62.0,24.0,0.0,,69.0,26.0,69.0,26.0,0.0,,2.0,1.0,2.0,1.0,0.0,
Marquette University,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,000","$21,500","$16,000","$17,000","$10,000","$7,750",582.0,100.0,550.0,95.0,32.0,5.0,492.0,85.0,469.0,85.0,23.0,72.0,294.0,51.0,272.0,49.0,22.0,69.0,194.0,33.0,193.0,35.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maryland, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,000","$25,000","$11,519","$18,277","$12,000","$5,000",698.0,100.0,590.0,85.0,108.0,15.0,581.0,83.0,502.0,85.0,79.0,73.0,249.0,36.0,209.0,35.0,40.0,37.0,245.0,35.0,215.0,36.0,30.0,28.0,83.0,12.0,74.0,13.0,9.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0
"Massachusetts/Dartmouth, University of",2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,363","$14,000","$5,625","$15,000","$8,313","$4,594",374.0,100.0,305.0,82.0,69.0,18.0,343.0,92.0,285.0,93.0,58.0,84.0,231.0,62.0,185.0,61.0,46.0,67.0,89.0,24.0,81.0,27.0,8.0,12.0,12.0,3.0,8.0,3.0,4.0,6.0,11.0,3.0,11.0,4.0,0.0,0.0
